t,h,s,v,vs,altitude,vertical_rate,groundspeed,fuel_burn,co2,fuel_burn_h2,co2_h2,co2_savings
5280,10566.239999999998,1164318.3414203315,231.64695456734682,-5.76,34666,-1133,450,10.732062312065288,33.91331690612631,4.292824924826116,13.565326762450526,20.347990143675787
5290,10508.639999999998,1166634.810966005,231.84445737916963,-5.76,34477,-1133,450,10.750370483488322,33.9711707278231,4.300148193395329,13.58846829112924,20.38270243669386
5300,10451.039999999997,1168953.2555397968,232.04179208616011,-5.76,34288,-1133,451,10.768678654911351,34.029024549519875,4.307471461964541,13.61160981980795,20.417414729711926
5310,10393.439999999997,1171273.6734606582,232.23895911683715,-5.76,34099,-1133,451,10.786986826334392,34.08687837121668,4.314794730533757,13.634751348486674,20.452127022730004
5320,10335.839999999997,1173596.0630518266,232.43595889790183,-5.76,33910,-1133,451,10.805294997757422,34.14473219291345,4.322117999102969,13.657892877165382,20.48683931574807
5330,10278.239999999996,1175920.4226408056,232.63279185424886,-5.76,33721,-1133,452,10.823603169180455,34.20258601461024,4.329441267672182,13.681034405844096,20.521551608766146
5340,10220.639999999996,1178246.7505593481,232.82945840897682,-5.76,33532,-1133,452,10.841911340603493,34.26043983630704,4.336764536241398,13.704175934522818,20.556263901784227
5350,10163.039999999995,1180575.045143438,233.02595898339874,-5.76,33343,-1133,452,10.860219512026525,34.31829365800382,4.34408780481061,13.727317463201528,20.590976194802288
5360,10105.439999999995,1182905.304733272,233.22229399705296,-5.76,33154,-1133,453,10.878527683449562,34.37614747970062,4.351411073379825,13.750458991880246,20.625688487820376
5370,10047.839999999995,1185237.5276732424,233.41846386771323,-5.76,32965,-1133,453,10.896835854872592,34.434001301397394,4.358734341949037,13.773600520558958,20.660400780838437
5380,9990.239999999994,1187571.7123119195,233.6144690113995,-5.76,32776,-1133,454,10.915144026295629,34.49185512309419,4.366057610518252,13.796742049237675,20.695113073856515
5390,9932.639999999994,1189907.8570020336,233.81030984238762,-5.76,32587,-1133,454,10.933452197718662,34.54970894479097,4.373380879087465,13.819883577916391,20.72982536687458
5400,9875.039999999994,1192245.9601004575,233.65257438196727,-10.03,32398,-1974,454,10.91870510306415,34.503108125682715,4.36748204122566,13.801243250273087,20.701864875409626
5410,9774.739999999994,1194582.485844277,232.43743769006835,-10.03,32069,-1974,451,10.805432487984882,34.14516666203223,4.322172995193953,13.658066664812893,20.48709999721934
5420,9674.439999999995,1196906.8602211778,231.229606584107,-10.03,31740,-1974,449,10.693426192208179,33.79122676737784,4.277370476883272,13.51649070695114,20.274736060426704
5430,9574.139999999996,1199219.156287019,230.02905292383318,-10.03,31411,-1974,447,10.58267303780713,33.441246799470534,4.233069215122852,13.376498719788215,20.064748079682317
5440,9473.839999999997,1201519.4468162572,228.83574817360793,-10.03,31082,-1974,444,10.473159928434981,33.09518537385454,4.189263971373992,13.238074149541816,19.857111224312725
5450,9373.539999999997,1203807.8042979932,227.64966341508654,-10.03,30753,-1974,442,10.364873850600437,32.75300136789738,4.145949540240175,13.101200547158953,19.65180082073843
5460,9273.239999999998,1206084.3009321443,226.47076935980996,-10.03,30424,-1974,440,10.257801874884848,32.41465392463612,4.1031207499539395,12.96586156985445,19.44879235478167
5470,9172.939999999999,1208349.0086257423,225.29903636169732,-10.03,30094,-1974,437,10.151931157101883,32.08010245644195,4.060772462840753,12.832040982576782,19.248061473865167
5480,9072.64,1210601.9989893592,224.13443442943284,-10.03,29765,-1974,435,10.047248939400347,31.7493066485051,4.018899575760139,12.69972265940204,19.049583989103063
5490,8972.34,1212843.3433336536,222.97693323874236,-10.03,29436,-1974,433,9.943742551310915,31.422226462142493,3.9774970205243663,12.568890584856998,18.853335877285495
5500,8872.04,1215073.112666041,221.8265021445517,-10.03,29107,-1974,431,9.841399410737361,31.098822137930064,3.9365597642949446,12.439528855172025,18.65929328275804
5510,8771.740000000002,1217291.3776874866,220.68311019302462,-10.03,28778,-1974,428,9.74020702489333,30.779054198662923,3.896082809957332,12.311621679465171,18.46743251919775
5520,8671.440000000002,1219498.2087894168,219.54672613347287,-10.03,28449,-1974,426,9.640152991185229,30.462883452145324,3.8560611964740916,12.18515338085813,18.277730071287195
5530,8571.140000000003,1221693.6760507515,218.41731843013432,-10.03,28120,-1974,424,9.54122499804214,30.150270993813162,3.8164899992168557,12.060108397525264,18.090162596287897
5540,8470.840000000004,1223877.849235053,217.29485527381516,-10.03,27791,-1974,422,9.443410825693658,29.84117820919196,3.777364330277463,11.936471283676784,17.904706925515175
5550,8370.540000000005,1226050.797787791,216.17930459339397,-10.03,27462,-1974,420,9.346698346896682,29.535566776193516,3.738679338758673,11.814226710477406,17.72134006571611
5560,8270.240000000005,1228212.590833725,215.07063406717756,-10.03,27133,-1974,418,9.251075527611562,29.233398667252537,3.7004302110446248,11.693359466901015,17.540039200351522
5570,8169.940000000005,1230363.2971743967,213.9688111341141,-10.03,26804,-1974,415,9.156530427629239,28.934636151308396,3.6626121710516957,11.573854460523359,17.36078169078504
5580,8069.640000000005,1232502.9852857378,212.87380300485196,-10.03,26475,-1974,413,9.063051201149705,28.63924179563307,3.625220480459882,11.455696718253229,17.18354507737984
5590,7969.340000000005,1234631.7233157863,211.78557667264613,-10.03,26146,-1974,411,8.970626097313055,28.347178467509256,3.588250438925222,11.338871387003701,17.008307080505553
5600,7869.0400000000045,1236749.5790825128,210.70409892410865,-10.03,25817,-1974,409,8.879243460684114,28.0584093357618,3.5516973842736457,11.223363734304721,16.835045601457082
5610,7768.740000000004,1238856.6200717539,209.6293363497991,-10.03,25487,-1974,407,8.788891731691441,27.772897872144956,3.5155566926765767,11.109159148857982,16.663738723286976
5620,7668.440000000004,1240952.913435252,208.5612553546549,-10.03,25158,-1974,405,8.699559447021914,27.49060785258925,3.4798237788087656,10.9962431410357,16.49436471155355
5630,7568.140000000004,1243038.5259887984,207.49982216825566,-10.03,24829,-1974,403,8.611235239971545,27.211503358310086,3.4444940959886186,10.884601343324036,16.32690201498605
5640,7467.840000000004,1245113.524210481,206.44500285492666,-10.03,24500,-1974,401,8.523907840754136,26.935548776783072,3.4095631363016548,10.77421951071323,16.161329266069842
5650,7367.540000000004,1247177.9742390304,205.3967633236719,-10.03,24171,-1974,399,8.437566076768098,26.66270880258719,3.3750264307072393,10.665083521034877,15.997625281552313
5660,7267.240000000003,1249231.941872267,204.3550693379404,-10.03,23842,-1974,397,8.352198872822886,26.39294843812032,3.3408795491291543,10.557179375248127,15.835769062872194
5670,7166.940000000003,1251275.4925656463,203.3198865252241,-10.03,23513,-1974,395,8.267795251326,26.12623299419016,3.3071181005304,10.450493197676064,15.675739796514097
5680,7066.640000000003,1253308.6914308986,202.29118038648352,-10.03,23184,-1974,393,8.184344332431364,25.86252809048311,3.2737377329725454,10.345011236193244,15.517516854289866
5690,6966.340000000003,1255331.6032347635,201.26891630540507,-10.03,22855,-1974,391,8.101835334150431,25.601799655915364,3.2407341336601725,10.240719862366145,15.36107979354922
5700,6866.040000000003,1257344.2923978176,200.25305955748337,-10.03,22526,-1974,389,8.020257572426598,25.34401392886805,3.208103028970639,10.13760557154722,15.20640835732083
5710,6765.7400000000025,1259346.8229933924,199.24357531893475,-10.03,22197,-1974,387,7.939600461174406,25.089137457311125,3.1758401844697626,10.03565498292445,15.053482474386675
5720,6665.440000000002,1261339.2587465816,198.24042867543616,-10.03,21868,-1974,385,7.859853512284138,24.837137098817877,3.1439414049136554,9.934854839527151,14.902282259290725
5730,6565.140000000002,1263321.6630333362,197.2435846306927,-10.03,21539,-1974,383,7.781006335593048,24.587980020474035,3.1124025342372192,9.835192008189614,14.752788012284421
5740,6464.840000000002,1265294.098879643,196.25300811483243,-10.03,21210,-1974,381,7.703048638824098,24.341633698684152,3.0812194555296397,9.736653479473661,14.604980219210491
5750,6364.540000000002,1267256.6289607913,195.26866399262857,-10.03,20881,-1974,379,7.625970227493218,24.098065918878568,3.0503880909972874,9.639226367551428,14.45883955132714
5760,6264.240000000002,1269209.3156007177,194.29051707155094,-10.03,20551,-1974,377,7.549761004786125,23.85724477512416,3.0199044019144505,9.542897910049664,14.314346865074494
5770,6163.940000000001,1271152.220771433,193.31853210964482,-10.03,20222,-1974,375,7.474410971405555,23.619138669641554,2.989764388562222,9.447655467856622,14.171483201784932
5780,6063.640000000001,1273085.4060925297,192.3526738232394,-10.03,19893,-1974,373,7.399910225389905,23.383716312232103,2.959964090155962,9.35348652489284,14.030229787339263
5790,5963.340000000001,1275008.932830762,191.39290689448623,-10.03,19564,-1974,372,7.326248961904296,23.15094671961758,2.930499584761719,9.260378687847032,13.890568031770547
5800,5863.040000000001,1276922.8618997068,190.439195978729,-10.03,19235,-1974,370,7.2534174730049505,22.920799214695645,2.90136698920198,9.168319685878258,13.752479528817387
5810,5762.740000000001,1278827.253859494,189.49150571170378,-10.03,18906,-1974,368,7.181406147377734,22.69324342571364,2.872562458951094,9.077297370285457,13.615946055428182
5820,5662.4400000000005,1280722.168916611,187.49150571170378,-6.08,18577,-1196,364,7.030612942808371,22.21673689927445,2.8122451771233483,8.886694759709782,13.33004213956467
5830,5601.64,1282597.0839737281,185.49150571170378,-6.08,18378,-1196,360,6.881419738239009,21.74528637283527,2.752567895295604,8.69811454913411,13.047171823701161
5840,5540.84,1284451.9990308452,183.49150571170378,-6.08,18178,-1196,356,6.733826533669644,21.278891846396075,2.693530613467858,8.511556738558431,12.767335107837644
5850,5480.04,1286286.9140879621,181.49150571170378,-6.08,17979,-1196,352,6.587833329100282,20.817553319956893,2.635133331640113,8.327021327982758,12.490531991974136
5860,5419.24,1288101.8291450792,179.49150571170378,-6.08,17779,-1196,348,6.443440124530918,20.3612707935177,2.5773760498123672,8.14450831740708,12.21676247611062
5870,5358.44,1289896.7442021961,177.49150571170378,-6.08,17580,-1196,345,6.300646919961555,19.910044267078515,2.5202587679846222,7.964017706831407,11.946026560247109
5880,5297.639999999999,1291671.6592593133,175.49150571170378,-6.08,17380,-1196,341,6.159453715392193,19.46387374063933,2.4637814861568774,7.785549496255733,11.678324244383596
5890,5236.839999999999,1293426.5743164304,173.49150571170378,-6.08,17181,-1196,337,6.01986051082283,19.022759214200143,2.407944204329132,7.609103685680057,11.413655528520085
5900,5176.039999999999,1295161.4893735473,171.49150571170378,-6.08,16981,-1196,333,5.881867306253467,18.586700687760956,2.3527469225013866,7.434680275104382,11.152020412656574
5910,5115.239999999999,1296876.4044306644,169.49150571170378,-6.08,16782,-1196,329,5.7454741016841036,18.15569816132177,2.2981896406736415,7.262279264528708,10.893418896793062
5920,5054.439999999999,1298571.3194877815,167.49150571170378,-6.08,16582,-1196,325,5.61068089711474,17.72975163488258,2.244272358845896,7.091900653953032,10.637850980929546
5930,4993.6399999999985,1300246.2345448984,165.49150571170378,-6.08,16383,-1196,321,5.4774876925453775,17.308861108443395,2.190995077018151,6.923544443377358,10.385316665066037
5940,4932.839999999998,1301901.1496020155,163.49150571170378,-6.08,16183,-1196,317,5.345894487976014,16.893026582004204,2.1383577951904056,6.757210632801682,10.135815949202522
5950,4872.039999999998,1303536.0646591326,161.49150571170378,-6.08,15984,-1196,313,5.215901283406651,16.482248055565016,2.0863605133626604,6.592899222226007,9.889348833339008
5960,4811.239999999998,1305150.9797162495,159.49150571170378,-6.08,15784,-1196,310,5.087508078837288,16.07652552912583,2.0350032315349154,6.4306102116503325,9.645915317475499
5970,4750.439999999998,1306745.8947733666,157.49150571170378,-6.08,15585,-1196,306,4.960714874267926,15.675859002686646,1.9842859497071705,6.270343601074659,9.405515401611988
5980,4689.639999999998,1308320.8098304835,155.49150571170378,-6.08,15385,-1196,302,4.835521669698562,15.280248476247458,1.934208667879425,6.112099390498983,9.168149085748475
5990,4628.839999999997,1309875.7248876006,153.49150571170378,-6.08,15186,-1196,298,4.711928465129199,14.889693949808269,1.8847713860516795,5.955877579923308,8.933816369884962
6000,4568.039999999997,1311410.6399447178,151.49150571170378,-6.08,14987,-1196,294,4.5899352605598365,14.504195423369083,1.8359741042239346,5.801678169347634,8.70251725402145
6010,4507.239999999997,1312925.5550018346,149.49150571170378,-6.08,14787,-1196,290,4.469542055990473,14.123752896929895,1.7878168223961894,5.649501158771959,8.474251738157935
6020,4446.439999999997,1314420.4700589518,147.49150571170378,-6.08,14588,-1196,286,4.35074885142111,13.748366370490707,1.740299540568444,5.499346548196283,8.249019822294425
6030,4385.639999999997,1315895.3851160686,145.49150571170378,-6.08,14388,-1196,282,4.233555646851747,13.378035844051523,1.693422258740699,5.351214337620609,8.026821506430913
6040,4324.8399999999965,1317350.3001731858,143.49150571170378,-6.08,14189,-1196,278,4.117962442282384,13.012761317612336,1.6471849769129538,5.205104527044934,7.8076567905674015
6050,4264.039999999996,1318785.215230303,141.49150571170378,-6.08,13989,-1196,275,4.003969237713021,12.652542791173149,1.6015876950852086,5.06101711646926,7.591525674703889
6060,4203.239999999996,1320200.1302874198,139.49150571170378,-6.08,13790,-1196,271,3.8915760331436577,12.29738026473396,1.556630413257463,4.918952105893584,7.378428158840376
6070,4142.439999999996,1321595.045344537,137.49150571170378,-6.08,13590,-1196,267,3.7807828285742944,11.94727373829477,1.5123131314297178,4.778909495317908,7.168364242976862
6080,4081.639999999996,1322969.960401654,135.49150571170378,-6.08,13391,-1196,263,3.671589624004932,11.602223211855586,1.468635849601973,4.640889284742235,6.961333927113351
6090,4020.8399999999956,1324324.875458771,133.49150571170378,-6.08,13191,-1196,259,3.563996419435569,11.262228685416398,1.4255985677742276,4.504891474166559,6.757337211249839
6100,3960.0399999999954,1325659.790515888,131.49150571170378,-6.08,12992,-1196,255,3.4580032148662054,10.92729015897721,1.3832012859464822,4.370916063590884,6.556374095386325
6110,3899.2399999999952,1326974.7055730051,129.49150571170378,-6.08,12792,-1196,251,3.353610010296843,10.597407632538024,1.3414440041187374,4.23896305301521,6.358444579522814
6120,3838.439999999995,1328269.620630122,127.49150571170378,-6.08,12593,-1196,247,3.2508168057274793,10.272581106098835,1.3003267222909918,4.109032442439534,6.163548663659301
6130,3777.639999999995,1329544.5356872391,125.49150571170378,-6.08,12393,-1196,243,3.149623601158117,9.952810579659651,1.259849440463247,3.9811242318638604,5.97168634779579
6140,3716.8399999999947,1330799.450744356,123.49150571170378,-6.08,12194,-1196,240,3.050030396588754,9.638096053220462,1.2200121586355017,3.8552384212881856,5.782857631932276
6150,3656.0399999999945,1332034.3658014731,121.49150571170378,-6.08,11994,-1196,236,2.9520371920193913,9.328437526781277,1.1808148768077567,3.731375010712511,5.597062516068766
6160,3595.2399999999943,1333249.2808585903,119.49150571170378,-6.08,11795,-1196,232,2.8556439874500272,9.023835000342087,1.142257594980011,3.6095340001368346,5.414301000205253
6170,3534.439999999994,1334444.1959157072,117.49150571170378,-6.08,11595,-1196,228,2.7608507828806643,8.7242884739029,1.1043403131522658,3.48971538956116,5.23457308434174
6180,3473.639999999994,1335619.1109728243,115.49150571170378,-6.08,11396,-1196,224,2.6676575783113017,8.429797947463713,1.0670630313245206,3.371919178985485,5.057878768478228
6190,3412.839999999994,1336774.0260299412,113.49150571170378,-6.08,11196,-1196,220,2.5760643737419384,8.140363421024526,1.0304257494967755,3.2561453684098107,4.884218052614715
6200,3352.0399999999936,1337908.9410870583,111.49150571170378,-6.08,10997,-1196,216,2.4860711691725754,7.8559848945853386,0.9944284676690303,3.1423939578341358,4.713590936751203
6210,3291.2399999999934,1339023.8561441754,109.49150571170378,-6.08,10798,-1196,212,2.3976779646032123,7.576662368146151,0.9590711858412849,3.0306649472584604,4.545997420887691
6220,3230.4399999999932,1340118.7712012923,107.49150571170378,-6.08,10598,-1196,208,2.3108847600338493,7.302395841706964,0.9243539040135398,2.920958336682786,4.381437505024179
6230,3169.639999999993,1341193.6862584094,105.49150571170378,-6.08,10399,-1196,205,2.2256915554644867,7.033185315267779,0.8902766221857947,2.8132741261071117,4.219911189160667
6240,3108.839999999993,1342248.6013155265,103.49150571170378,-6.08,10199,-1196,201,2.1420983508951235,6.769030788828591,0.8568393403580494,2.707612315531436,4.061418473297154
6250,3048.0399999999927,1343283.5163726434,101.49150571170378,-6.08,10000,-1196,197,2.0601051463257605,6.509932262389404,0.8240420585303042,2.6039729049557616,3.905959357433642
6260,2987.2399999999925,1344298.4314297605,99.49150571170378,-6.08,9800,-1196,193,1.9797119417563973,6.255889735950216,0.791884776702559,2.5023558943800865,3.7535338415701296
6270,2926.4399999999923,1345293.3464868777,97.49150571170378,-6.08,9601,-1196,189,1.9009187371870344,6.006903209511029,0.7603674948748138,2.402761283804412,3.6041419257066174
6280,2865.639999999992,1346268.2615439945,95.49150571170378,-6.08,9401,-1196,185,1.823725532617671,5.76297268307184,0.7294902130470684,2.3051890732287363,3.457783609843104
6290,2804.839999999992,1347223.1766011117,93.49150571170378,-6.08,9202,-1196,181,1.7481323280483083,5.524098156632655,0.6992529312193234,2.209639262653062,3.3144588939795927
6300,2744.039999999992,1348158.0916582285,91.49150571170378,-6.08,9002,-1196,177,1.6741391234789451,5.290279630193467,0.6696556493915781,2.116111852077387,3.17416777811608
6310,2683.2399999999916,1349073.0067153457,89.49150571170378,-6.08,8803,-1196,173,1.601745918909582,5.061517103754279,0.6406983675638328,2.0246068415017118,3.0369102622525674
6320,2622.4399999999914,1349967.9217724628,87.49150571170378,-6.08,8603,-1196,170,1.530952714340219,4.837810577315093,0.6123810857360876,1.935124230926037,2.9026863463890558
6330,2561.6399999999912,1350842.8368295797,85.49150571170378,-6.08,8404,-1196,166,1.461759509770856,4.619160050875905,0.5847038039083424,1.847664020350362,2.771496030525543
6340,2500.839999999991,1351697.7518866968,83.49150571170378,-6.08,8204,-1196,162,1.3941663052014932,4.405565524436719,0.5576665220805973,1.7622262097746875,2.6433393146620316
6350,2440.039999999991,1352532.6669438137,81.49150571170378,-6.08,8005,-1196,158,1.3281731006321302,4.197026997997532,0.5312692402528522,1.6788107991990129,2.5182161987985188
6360,2379.2399999999907,1353347.5820009308,80.82034357016906,-6.08,7805,-1196,157,1.3063855869600336,4.128178454793706,0.5225542347840134,1.6512713819174825,2.4769070728762235
6370,2318.4399999999905,1354155.7854366326,80.57607409351526,-6.08,7606,-1196,156,1.2985007432647324,4.103262348716554,0.519400297305893,1.641304939486622,2.4619574092299326
6380,2257.6399999999903,1354961.5461775677,80.33286185563662,-6.08,7406,-1196,156,1.2906737387833593,4.078529014555416,0.5162694955133438,1.6314116058221664,2.4471174087332495
6390,2196.83999999999,1355764.8747961242,80.09070109608744,-6.08,7207,-1196,155,1.2829040804125647,4.053976894103704,0.5131616321650259,1.6215907576414819,2.4323861364622226
6400,2136.03999999999,1356565.781807085,79.84958609021618,-6.08,7008,-1196,155,1.2751912797557692,4.029604444028231,0.5100765119023077,1.6118417776112925,2.4177626664169383
6410,2075.23999999999,1357364.2776679872,79.6095111489445,-6.08,6808,-1196,154,1.267534853074784,4.005410135716318,0.5070139412299136,1.6021640542865272,2.4032460814297902
6420,2014.4399999999898,1358160.3727794765,79.37047061854163,-6.08,6609,-1196,154,1.2599343212417562,3.9813924551239497,0.5039737284967025,1.59255698204958,2.3888354730743697
6430,1953.6399999999899,1358954.077485662,79.13245888040422,-6.08,6409,-1196,153,1.2523892096917728,3.957549902626002,0.5009556838767092,1.5830199610504012,2.374529941575601
6440,1892.83999999999,1359745.402074466,78.89547035083682,-6.08,6210,-1196,153,1.2448990483759543,3.933880992868016,0.49795961935038174,1.5735523971472063,2.3603285957208096
6450,1832.03999999999,1360534.3567779744,78.65949948082833,-6.08,6010,-1196,152,1.2374633717148866,3.910384254619042,0.4949853486859547,1.5641537018476168,2.3462305527714253
6460,1771.23999999999,1361320.9517727827,78.42454075583794,-6.08,5811,-1196,152,1.2300817185528174,3.8870582306269035,0.492032687421127,1.5548232922507614,2.332234938376142
6470,1710.43999999999,1362105.197180341,78.19058869557229,-6.08,5611,-1196,151,1.2227536321120314,3.8639014774740192,0.48910145284481255,1.5455605909896077,2.3183408864844113
6480,1649.63999999999,1362887.1030672968,77.95763785377385,-6.08,5412,-1196,151,1.2154786599480307,3.840912565435777,0.4861914639792123,1.536365026174311,2.304547539261466
6490,1588.8399999999901,1363666.6794458346,77.72568281800127,-6.08,5212,-1196,151,1.2082563539049078,3.818090078339509,0.4833025415619632,1.5272360313358038,2.2908540470037053
6500,1528.0399999999902,1364443.9362740144,77.4947182094166,-6.08,5013,-1196,150,1.2010862700713771,3.795432613425552,0.48043450802855087,1.518173045370221,2.277259568055331
6510,1467.2399999999902,1365218.8834561086,77.26473868257177,-6.08,4813,-1196,150,1.1939679687372209,3.7729387812096182,0.4775871874948884,1.5091755124838473,2.263763268725771
6520,1406.4399999999903,1365991.5308429345,77.03573892519401,-6.08,4614,-1196,149,1.1869010143501304,3.7506072053464123,0.4747604057400522,1.500242882138565,2.2503643232078474
6530,1345.6399999999903,1366761.8882321864,76.80771365797777,-6.08,4414,-1196,149,1.179884975473181,3.7284365224952523,0.4719539901892724,1.4913746089981008,2.2370619134971514
6540,1284.8399999999904,1367529.965368766,76.58065763436962,-6.08,4215,-1196,148,1.1729194247425068,3.7064253821863216,0.4691677698970027,1.4825701528745285,2.223855229311793
6550,1224.0399999999904,1368295.7719451098,76.35456564036255,-6.08,4015,-1196,148,1.1660039388256869,3.6845724466891707,0.4664015755302748,1.4738289786756684,2.2107434680135025
6560,1163.2399999999905,1369059.3176015134,76.12943249428756,-6.08,3816,-1196,147,1.1591380983804573,3.6628763908822455,0.46365523935218295,1.4651505563528981,2.197725834529347
6570,1102.4399999999905,1369820.6119264562,75.90525304660191,-6.08,3616,-1196,147,1.152321488013734,3.6413359021233997,0.4609285952054936,1.45653436084936,2.18480154127404
6580,1041.6399999999906,1370579.6644569223,75.68202217968897,-6.08,3417,-1196,147,1.1455536962413868,3.6199496801227826,0.45822147849655476,1.447979872049113,2.1719698080736696
6590,980.8399999999906,1371336.4846787192,75.45973480764842,-6.08,3217,-1196,146,1.1388343154481253,3.5987164368160762,0.45553372617925014,1.4394865747264305,2.1592298620896457
6600,920.0399999999906,1372091.0820267957,75.23838587609251,-6.08,3018,-1196,146,1.1321629418479593,3.5776348962395517,0.45286517673918375,1.4310539584958206,2.146580937743731
6610,859.2399999999907,1372843.4658855568,75.0179703619472,-6.08,2819,-1196,145,1.125539175445198,3.556703794406826,0.45021567017807923,1.4226815177627303,2.1340222766440955
6620,798.4399999999907,1373593.645589176,74.7984832732436,-6.08,2619,-1196,145,1.1189626199955407,3.5359218791859086,0.4475850479982163,1.4143687516743635,2.121553127511545
6630,737.6399999999908,1374341.6304219086,74.57991964892219,-6.08,2420,-1196,144,1.112432882967938,3.5152879101786842,0.44497315318717523,1.4061151640714737,2.1091727461072107
6640,676.8399999999908,1375087.4296183977,74.36227455863084,-6.08,2220,-1196,144,1.1059495755066393,3.4948006586009805,0.44237983020265575,1.3979202634403922,2.0968803951605883
6650,616.0399999999909,1375831.052363984,74.1455431025267,-6.08,2021,-1196,144,1.0995123123937292,3.4744589071641845,0.4398049249574917,1.3897835628656738,2.0846753442985104
6660,555.2399999999909,1376572.5077950093,73.92972041107703,-6.08,1821,-1196,143,1.093120712012004,3.4542614499579325,0.4372482848048016,1.381704579983173,2.0725568699747594
6670,494.4399999999909,1377311.80499912,73.71480164486324,-6.08,1622,-1196,143,1.0867743963083065,3.434207092334249,0.4347097585233226,1.3736828369336995,2.0605242554005496
6680,433.6399999999909,1378048.9530155687,73.50078199438846,-6.08,1422,-1196,142,1.0804729907573238,3.4142946507931433,0.43218919630292957,1.3657178603172575,2.048576790475886
6690,372.8399999999909,1378783.9608355127,73.28765667987632,-6.08,1223,-1196,142,1.0742161243254842,3.39452295286853,0.4296864497301937,1.3578091811474122,2.036713771721118
6700,312.03999999999087,1379516.8374023114,73.07542095108465,-6.08,1023,-1196,142,1.0680034294356444,3.3748908370166366,0.42720137177425777,1.3499563348066546,2.024934502209982
6710,251.23999999999086,1380247.5916118221,72.0,-3.55,824,-698,139,1.0368000000000002,3.2762880000000005,0.4147200000000001,1.3105152000000004,1.9657728
6720,215.73999999999086,1380967.5916118221,72.0,-3.55,707,-698,139,1.0368000000000002,3.2762880000000005,0.4147200000000001,1.3105152000000004,1.9657728
6730,180.23999999999086,1381687.5916118221,72.0,-3.55,591,-698,139,1.0368000000000002,3.2762880000000005,0.4147200000000001,1.3105152000000004,1.9657728
6740,144.73999999999086,1382407.5916118221,72.0,-3.55,474,-698,139,1.0368000000000002,3.2762880000000005,0.4147200000000001,1.3105152000000004,1.9657728
6750,109.23999999999086,1383127.5916118221,72.0,-3.55,358,-698,139,1.0368000000000002,3.2762880000000005,0.4147200000000001,1.3105152000000004,1.9657728
6760,73.73999999999086,1383847.5916118221,72.0,-3.55,241,-698,139,1.0368000000000002,3.2762880000000005,0.4147200000000001,1.3105152000000004,1.9657728
6770,38.23999999999086,1384567.5916118221,72.0,-3.55,125,-698,139,1.0368000000000002,3.2762880000000005,0.4147200000000001,1.3105152000000004,1.9657728
6780,2.7399999999908573,1385287.5916118221,72.0,-3.55,8,-698,139,1.0368000000000002,3.2762880000000005,0.4147200000000001,1.3105152000000004,1.9657728
6790,0.0,1386007.5916118221,59.8,0.0,0,0,116,0.715208,2.26005728,0.2860832,0.904022912,1.356034368
6800,0.0,1386605.5916118221,47.599999999999994,0.0,0,0,92,0.45315199999999994,1.43196032,0.1812608,0.572784128,0.859176192
6810,0.0,1387081.5916118221,35.39999999999999,0.0,0,0,68,0.2506319999999999,0.7919971199999998,0.10025279999999998,0.3167988479999999,0.47519827199999987
6820,0.0,1387435.5916118221,23.199999999999992,0.0,0,0,45,0.10764799999999994,0.3401676799999998,0.04305919999999998,0.13606707199999993,0.20410060799999988
6830,0.0,1387667.5916118221,10.999999999999993,0.0,0,0,21,0.02419999999999997,0.07647199999999992,0.009679999999999989,0.030588799999999968,0.045883199999999943
